human_label	avg_label_score	orig_text	processed_text	perception_scores
1	1.0	@KeithRothfus Your silence=complicity. Obviously you have no problem with Russian interference. #sad #russianhacking #treason	@keithrothfus your silence=complicity obviously you have no problem with russian interference #sad #russianhacking #treason	0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@ImToBlame Apple TV got the NFL channel on that bitch, I'm pretty sure they're all on there. I've watched a couple. @DukeOfZamunda	@imtoblame apple tv got the nfl channel on that bitch i'm pretty sure they're all on there i've watched a couple @dukeofzamunda	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.0
1	1.0	RT @tanishalixpussy: no need to compete with other women there's only one of me, and shit... im that bitch	rt @tanishalixpussy: no need to compete with other women there's only one of me and shit im that bitch	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	... Designed to provide a mix of smiles and tears , `` Crossroads '' instead provokes a handful of unintentional howlers and numerous yawns .	designed to provide a mix of smiles and tears `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0
1	1.0	The only excitement comes when the credits finally roll and you get to leave the theater .	the only excitement comes when the credits finally roll and you get to leave the theater	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@olark @mashable Thanks @olark for being #awesome As someone who suffers from #Anxiety and migraines I always fear stigma. You give me hope.	@olark @mashable thanks @olark for being #awesome as someone who suffers from #anxiety and migraines i always fear stigma you give me hope	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Dawg, what the fuck happened to "so and so" where did they go? Too worried bout bitches and fashion they go missing in action..	dawg what the fuck happened to so and so where did they go too worried bout bitches and fashion they go missing in action	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	We need but little learning to live happily - Michel de Montaigne #quote #philosophy #wisdom #wisewords #mentalhealth #psychology #anxiety	we need but little learning to live happily - michel de montaigne #quote #philosophy #wisdom #wisewords #mentalhealth #psychology #anxiety	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333
0	1.0	Hello, I'm with the project of turning the list <url> hat is the same list in English, but in another language, and more link for azure. I have a problem, <url>, could you help me?	hello i'm with the project of turning the list <url> hat is the same list in english but in another language and more link for azure i have a problem <url> could you help me	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.0 0.0 0.0 0.0 0.0
1	1.0	@IAmPikey  Well ho di doe. Thank you	@iampikey well ho di doe thank you	0.0 0.0 0.3333 0.3333 0.3333 0.0 0.0
1	1.0	RT @Gawker: Congressman's office admits "Hell yeah Benihana up in this bitch" tweet was a mistake. http://t.co/LTzwuJC0Vs	rt @gawker: congressman's office admits hell yeah benihana up in this bitch tweet was a mistake http://tco/ltzwujc0vs	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	I've simply been told before that itsa flow of electrons, but this seems to basic and does show that electricity is instant. Why would this mean that electricity is "instantaneous" ?	i've simply been told before that itsa flow of electrons but this seems to basic and does show that electricity is instant why would this mean that electricity is instantaneous	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Coulda sworn it was Interview With A Vampire. Hmmm......Mandela Effect anyone? #interviewwithavampire #annerice #books #horror #ilovevamps	coulda sworn it was interview with a vampire hmmmmandela effect anyone #interviewwithavampire #annerice #books #horror #ilovevamps	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	It's not often you see the words "disingenuous," "egregious," and "cunt filth" all in one sentence and properly used. #points	it's not often you see the words disingenuous egregious and cunt filth all in one sentence and properly used #points	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	You don't know fear until you have clogged the toilet at work and can't find the plunger. #horrifying #bathroom #FirstWorldProblems	you don't know fear until you have clogged the toilet at work and can't find the plunger #horrifying #bathroom #firstworldproblems	0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.6667 0.0 0.0
1	1.0	@softytwt hi bby today was okay i e-mailed design firms for my internship and now i'm nervous ;u; how's your day? :D	@softytwt hi bby today was okay i e-mailed design firms for my internship and now i'm nervous u how's your day :d	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	It's a much more emotional journey than what Shyamalan has given us in his past two movies , and Gibson , stepping in for Bruce Willis , is the perfect actor to take us on the trip .	it's a much more emotional journey than what shyamalan has given us in his past two movies and gibson stepping in for bruce willis is the perfect actor to take us on the trip	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Is she my kind of hoe or nae "@LissetElisa: Its ok you a hoe anyways &#128522;"	is she my kind of hoe or nae @lissetelisa: its ok you a hoe anyways &#128522	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	If there's one thing this world needs less of , it's movies about college that are written and directed by people who couldn't pass an entrance exam .	if there's one thing this world needs less of it's movies about college that are written and directed by people who couldn't pass an entrance exam	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	You won't like Roger , but you will quickly recognize him .	you won't like roger but you will quickly recognize him	0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	A simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past .	a simple but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past	0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.6667 0.3333
1	1.0	The vitality of the actors keeps the intensity of the film high , even as the strafings blend together .	the vitality of the actors keeps the intensity of the film high even as the strafings blend together	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Thank you for your kind comment.   Do you have a suggestion where the portals should be placed in the article?	thank you for your kind comment do you have a suggestion where the portals should be placed in the article	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@Dem_lips_tho u knw me homie!!! show the bitches no love!!!	@dem_lips_tho u knw me homie show the bitches no love	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	#porn,#android,#iphone,#ipad,#sex,#xxx, | #CreamPie | Young Japanese girl&#8217;s hairy cunt cre http://t.co/l46q7MoGGr	#porn#android#iphone#ipad#sex#xxx | #creampie | young japanese girl&#8217s hairy cunt cre http://tco/l46q7moggr	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Well, when you call `new Class();`, it returns a pointer to the location of that instance of the class. Is that what you are referring to?	well when you call `new class()` it returns a pointer to the location of that instance of the class is that what you are referring to	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	Edinburgh is fuckedThis city is a nightmare to drive 'round! One ways, bus lanes, cameras, feckin' trams! Who's idea was that?!	edinburgh is fuckedthis city is a nightmare to drive 'round one ways bus lanes cameras feckin' trams who's idea was that	0.3333 0.0 0.6667 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.0 0.0 0.0 0.0
1	1.0	#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Hardcore british queer anal pounding http://t.co/lRuEixMy21	#porn#android#iphone#ipad#sex#xxx | #anal | hardcore british queer anal pounding http://tco/lrueixmy21	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0
1	1.0	@KitchenAidUSA  I spent over $500 on your mixer, yet the dough hook chips in my dough.  I buy a new one and the same thing happens. #unhappy	@kitchenaidusa i spent over $500 on your mixer yet the dough hook chips in my dough i buy a new one and the same thing happens #unhappy	0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	I have actually watch drugs destroy an entire family Mother's on skid row. Oldest daughter lost her child. Father is estranged. #horrific	i have actually watch drugs destroy an entire family mother's on skid row oldest daughter lost her child father is estranged #horrific	0.0 0.0 0.0 0.0 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.0 0.0 0.3333 1.0
1	1.0	She was obviously moved by the music of @RobertCrayBand tonight and wanted to share the love. #blues #concert	she was obviously moved by the music of @robertcrayband tonight and wanted to share the love #blues #concert	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	RT @DeeJay138: In some pussy?? Nah work is the best place to be in this weather.	rt @deejay138: in some pussy nah work is the best place to be in this weather	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	1/If the Church is being attacked with such fury, and from the inside, that means that the Church is exactly what we need to belong to!	1/if the church is being attacked with such fury and from the inside that means that the church is exactly what we need to belong to	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Nelson's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle .	nelson's brutally unsentimental approach sucks the humanity from the film leaving behind an horrific but weirdly unemotional spectacle	0.0 0.0 0.3333 0.0 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.3333 0.3333
0	1.0	If yo nigga catch you cheating, and beat yo ass in front yo lil yeah, and lil yeah don't help. You still give him pussy ladies?	if yo nigga catch you cheating and beat yo ass in front yo lil yeah and lil yeah don't help you still give him pussy ladies	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	What is the actual question? And have you considered using punctuation?	what is the actual question and have you considered using punctuation	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Congrats! I thought you were going to be away today?	congrats i thought you were going to be away today	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	#Jesus #truth Psalms 32:11 You that are righteous, be glad and rejoice because of what the Lord has done. You that obey him, shout for joy!	#jesus #truth psalms 32:11 you that are righteous be glad and rejoice because of what the lord has done you that obey him shout for joy	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	No, I have not read it, as it is of no interest to me or this encyclopedia. Are you claiming that the references make the blog post a reliable source, or why are we still discussing this?	no i have not read it as it is of no interest to me or this encyclopedia are you claiming that the references make the blog post a reliable source or why are we still discussing this	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@UNESCO Remember not to spread #hatred and #fakenews on the internet. Do not abuse #Hashtag10 for spreading #ArabNationalism!	@unesco remember not to spread #hatred and #fakenews on the internet do not abuse #hashtag10 for spreading #arabnationalism	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Please clarify what you mean by 'sub-info'.  Are you referring to the $info_results array?	please clarify what you mean by 'sub-info' are you referring to the $info_results array	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	A densely constructed , highly referential film , and an audacious return to form that can comfortably sit among Jean-Luc Godard's finest work .	a densely constructed highly referential film and an audacious return to form that can comfortably sit among jean-luc godard's finest work	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	ummm, it's a soft redirect. A placeholder for a future page ... Is there a problem?	ummm it's a soft redirect a placeholder for a future page is there a problem	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	&#8220;@no_way_hoesaaay: Bro my birds stay having sex , it's on a daily now.&#8221;he said "look ma no hands" http://t.co/rCKxYnWtvX	&#8220@no_way_hoesaaay: bro my birds stay having sex it's on a daily now&#8221he said look ma no hands http://tco/rckxynwtvx	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	A spellbinding African film about the modern condition of rootlessness , a state experienced by millions around the globe .	a spellbinding african film about the modern condition of rootlessness a state experienced by millions around the globe	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	#DegenerateArtist KNOWS words&gt; Bo Jingo dangle fan slang ho, ting pang lick drum swing flick alarm bic&gt; But you can't hear fire can you?	#degenerateartist knows words&gt bo jingo dangle fan slang ho ting pang lick drum swing flick alarm bic&gt but you can't hear fire can you	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Apparently, you correctly answered your own question: The watch window gets the value of a variable by calling its `ToString` method. So, what's your *actual* question?	apparently you correctly answered your own question: the watch window gets the value of a variable by calling its `tostring` method so what's your *actual* question	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	&#8220;@Stamp_Denise: @DJsir_freshley it's almost been 10 yrs. You haven't had ONE gf since, u just been fckn hoes huh.&#8221; http://t.co/9BGr2766k8	&#8220@stamp_denise: @djsir_freshley it's almost been 10 yrs you haven't had one gf since u just been fckn hoes huh&#8221 http://tco/9bgr2766k8	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	When the lights shut off and it's my turn to settle down, my main concern...	when the lights shut off and it's my turn to settle down my main concern	0.0 0.0 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333
1	1.0	Thanks for the pointer, but now I am not sure to understand your problem. Could you add a drawing?	thanks for the pointer but now i am not sure to understand your problem could you add a drawing	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work .	candid and comfortable a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Nothing makes me happier than managing my depression well.	nothing makes me happier than managing my depression well	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Hey Sai - I'm having trouble picturing it my head. Any chance you have a design or a sketch for it?	hey sai - i'm having trouble picturing it my head any chance you have a design or a sketch for it	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	&#8220;@TreMelvin: hoes be like "omg i love my new comb &#10084;&#65039;" http://t.co/nuYjUx1SK3&#8221; thought this was Perro	&#8220@tremelvin: hoes be like omg i love my new comb &#10084&#65039 http://tco/nuyjux1sk3&#8221 thought this was perro	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Does little more than play an innocuous game of fill-in - the-blanks with a tragic past .	does little more than play an innocuous game of fill-in - the-blanks with a tragic past	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333
0	1.0	How come quiet well behaved cats and dogs have to ride on a plane in a tiny bag while screaming small humans roam free? #outrage #teampet	how come quiet well behaved cats and dogs have to ride on a plane in a tiny bag while screaming small humans roam free #outrage #teampet	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.0 0.0 0.0 0.0 0.3333 0.0
1	1.0	@ThomasEWoods I would like to hear a podcast of you going off refuting her entire article. Extra indignation please.	@thomasewoods i would like to hear a podcast of you going off refuting her entire article extra indignation please	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Not only has my flight been delayed numerous times, we have not been provided with a snack cart #horrific	not only has my flight been delayed numerous times we have not been provided with a snack cart #horrific	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Kid at camp said my inner thigh looked like a slinky buddy those are stretch marks!!!!  #SummerCamp #offended	kid at camp said my inner thigh looked like a slinky buddy those are stretch marks #summercamp #offended	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	I just watched the video that i took at troye's concert last year during happy little pill and now im crying i miss him @troyesivan	i just watched the video that i took at troye's concert last year during happy little pill and now im crying i miss him @troyesivan	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0
1	1.0	Had frustration dream that left me utterly f**king furious. Plus side: so angry couldn't sleep, wrote 1500 words. Minus side: still raging!	had frustration dream that left me utterly f**king furious plus side: so angry couldn't sleep wrote 1500 words minus side: still raging	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Let me no longer languish in #pain, but look forward with #joy to all I have been gifted to achieve in my life.' ~ #Eleesha  #quote	let me no longer languish in #pain but look forward with #joy to all i have been gifted to achieve in my life' ~ #eleesha #quote	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Despite its title , Punch-Drunk Love is never heavy-handed .	despite its title punch-drunk love is never heavy-handed	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Chick fil a wasn't about anti gay. It was about the first ammendment. If you didn't get that then you have no right to bitch about rights.	chick fil a wasn't about anti gay it was about the first ammendment if you didn't get that then you have no right to bitch about rights	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	RT @Jim_McCloskey: Why does Hawkeye have to be in the Avengers? He's such a pussy	rt @jim_mccloskey: why does hawkeye have to be in the avengers he's such a pussy	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@Delta.  Are you kidding?  Delayed from 7:30pm to 11:00 - only to cancel it because the pilot is overtime.	@delta are you kidding delayed from 7:30pm to 11:00 - only to cancel it because the pilot is overtime	0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	@CNN @NewDay If #trump #whitehouse aren't held accountable for their actions,what precedent is being set for future presidencies. #nightmare	@cnn @newday if #trump #whitehouse aren't held accountable for their actionswhat precedent is being set for future presidencies #nightmare	0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.3333 0.6667 0.3333
1	1.0	Step into and own your #brilliance. #womeninbiz #womeninbusiness #successs #femaleleaders #femaleentrepeneurs	step into and own your #brilliance #womeninbiz #womeninbusiness #successs #femaleleaders #femaleentrepeneurs	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	How are you getting your data? ArcGIS Server feeds? SDE?	how are you getting your data arcgis server feeds sde	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	I never thought I would say this but I really miss Todd	i never thought i would say this but i really miss todd	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Don't be using teeth, hoe that's childish	don't be using teeth hoe that's childish	0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Russia story will infuriate Trump today. Media otherwise would be giving him tongue bath for fall of ISIS in Mosul + al-Baghdadi death.	russia story will infuriate trump today media otherwise would be giving him tongue bath for fall of isis in mosul + al-baghdadi death	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@elegantlywasted @ChelseaClinton Are they the new kennedy's of American politics.. sadly both mom and daughter are as charming as a toe nail	@elegantlywasted @chelseaclinton are they the new kennedy's of american politics sadly both mom and daughter are as charming as a toe nail	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	A tender , heartfelt family drama .	a tender heartfelt family drama	0.0 0.0 0.0 0.0 0.0
1	1.0	#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | amateur pussy player milf close up http://t.co/2uHL7dhHu1	#porn#android#iphone#ipad#sex#xxx | #closeup | amateur pussy player milf close up http://tco/2uhl7dhhu1	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	RT @T_ElMarauder: So when the clock hits 12 o'clock imma need the baddest, lightest, &amp; brightest hoes to be at @WhatsAshirt door. Give my b&#8230;	rt @t_elmarauder: so when the clock hits 12 o'clock imma need the baddest lightest &amp brightest hoes to be at @whatsashirt door give my b&#8230	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece .	one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals a psychological masterpiece	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	I'm not sure what the most efficient way of doing this is.  Try both and see which one is faster?	i'm not sure what the most efficient way of doing this is try both and see which one is faster	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Over 4 million acres to live, there's no reason #Idaho residents should #fear #wolves. #Help prevent them from becoming #endangered again.	over 4 million acres to live there's no reason #idaho residents should #fear #wolves #help prevent them from becoming #endangered again	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0
1	1.0	Thanks for your edits to the LEMS article a couple of days back. Any hope of you reviewing it for GAC?	thanks for your edits to the lems article a couple of days back any hope of you reviewing it for gac	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0
1	1.0	Sending love &amp; prayers to the families of @USMC Marines lost in the C-130 crash in Mississippi. May our Lord help abate the grief and sorrow	sending love &amp prayers to the families of @usmc marines lost in the c-130 crash in mississippi may our lord help abate the grief and sorrow	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.3333
0	1.0	&#8220;@FreakyAbandoned: Mental Asylum in Dallas Texas, 1980's. http://t.co/03S8dEsEzq&#8221; should I go find this hoe?	&#8220@freakyabandoned: mental asylum in dallas texas 1980's http://tco/03s8desezq&#8221 should i go find this hoe	0.0 0.6667 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333
