pred_class	pred_prob	raw_input	attribution_scores
0	0.99	[CLS] hey @ super ##val ##ui ##rl # fields in # ski ##bber ##een give your online delivery service a horrible name . 1 . 5 hours late on the 1 hour delivery window . [SEP]	0.00 0.21 0.03 -0.04 0.09 0.04 -0.05 -0.04 0.07 -0.04 -0.04 0.03 0.00 -0.06 -0.10 0.07 -0.00 0.02 -0.14 -0.11 0.87 0.02 0.08 -0.11 0.02 -0.07 0.04 0.04 0.00 0.02 0.04 0.15 0.20 0.13 0.14 0.00
1	0.01	[CLS] my mom ' s work has discount ##ed riot fest tickets for $ 147 / 3 days i ' m # sad ##dened [SEP]	0.00 -0.38 -0.32 -0.15 -0.52 -0.09 -0.16 -0.14 -0.04 0.23 -0.10 0.03 -0.14 -0.13 0.00 -0.02 -0.08 0.02 -0.20 -0.38 -0.08 0.08 -0.07 -0.31 0.00
0	0.95	[CLS] # yes ##wed ##id . . . . . . . start building # wind ##tur ##bine ##s so fuck ##in " big they can kill a whole flock of birds in one go & gt ; [SEP]	0.00 0.01 -0.01 -0.03 -0.00 -0.00 -0.00 -0.00 -0.01 -0.01 -0.01 0.00 0.01 0.01 0.01 -0.02 -0.01 -0.00 0.00 -0.04 0.98 -0.15 0.06 -0.01 -0.01 0.03 0.02 -0.00 0.00 -0.01 0.01 -0.03 0.01 0.03 0.02 0.00 -0.01 -0.01 0.00
1	0.01	[CLS] i solved the problem , and i can assure you it is trivial . is it homework or not ? [SEP]	0.00 -0.03 -0.02 0.01 -0.29 -0.05 -0.03 -0.03 -0.02 -0.03 0.01 -0.07 -0.07 -0.09 -0.08 -0.04 0.06 -0.94 -0.04 -0.03 -0.06 0.00
1	0.00	[CLS] @ ala ##tric ##e ##16 beautiful bride . . . tell erica cong ##rat ##s if she remembers a ni ##g . . . [SEP]	0.00 0.16 -0.67 -0.33 0.24 -0.29 -0.05 -0.00 -0.01 0.08 0.03 0.02 0.03 -0.05 -0.04 0.00 -0.15 0.08 -0.03 -0.14 0.01 -0.12 0.30 0.32 0.01 0.00
1	0.01	[CLS] om ##gs ##h alexis is soo ##oo ##o freaking funny on # bachelor ##in ##para ##dis ##e that pizza segment ! plus i love her and jazz ##y ' s friendship ! [SEP]	0.00 -0.11 0.25 -0.03 -0.08 -0.32 0.15 -0.05 0.01 0.30 -0.00 -0.09 -0.05 0.03 -0.04 0.10 -0.08 -0.04 -0.20 -0.11 -0.04 0.02 0.22 0.07 -0.31 -0.01 -0.20 0.02 -0.04 0.05 0.48 0.41 0.16 0.00
0	0.81	[CLS] & # 82 ##20 ; @ weak ##ass _ dr ##ex : if jennifer hudson can lose weight anybody can you fat ass ho ##es ! ! ! & # 82 ##21 ; & # 128 ##51 ##4 ; & # 128 ##51 ##4 ; & # 128 ##51 ##4 ; & # 128 ##51 ##4 ; [SEP]	0.00 0.01 0.02 -0.01 0.01 0.06 0.00 0.13 0.03 -0.02 -0.00 0.04 0.10 -0.01 -0.01 0.02 0.04 0.11 -0.07 0.44 -0.14 0.05 -0.30 0.78 -0.13 -0.05 -0.07 -0.02 -0.03 0.00 -0.00 -0.01 0.01 0.01 0.01 0.02 -0.01 0.02 0.01 0.02 -0.01 0.02 -0.01 0.02 0.02 0.02 -0.00 0.00 0.00 0.01 0.01 0.01 -0.01 0.01 -0.01 0.02 -0.00 -0.03 0.00
1	0.03	[CLS] i know i can lose characters . but you find it normal that half the text after a particular character is lost though it does not contain special char ##s ? [SEP]	0.00 -0.10 -0.02 -0.04 -0.04 -0.23 0.16 -0.15 0.04 -0.34 -0.08 -0.01 -0.21 -0.03 -0.26 -0.06 0.16 -0.03 0.02 0.01 -0.02 0.03 -0.01 -0.15 0.00 0.02 0.03 -0.11 -0.04 0.07 0.13 -0.75 0.00
0	0.99	[CLS] @ cd ##ash ##ray " she ' s wearing the same shirt , what a bitch . " [SEP]	0.00 -0.01 -0.14 -0.06 0.03 -0.19 -0.01 -0.13 -0.37 0.07 -0.11 0.16 0.12 0.13 -0.12 -0.01 0.68 0.38 0.31 0.00
1	0.00	[CLS] @ call ##me ##kari ##z ##ma i take a huge nursing school test today and i ' m so nervous [SEP]	0.00 0.12 -0.36 0.11 0.18 -0.08 -0.01 0.13 -0.07 -0.00 -0.05 -0.10 -0.15 -0.02 -0.09 -0.27 -0.13 -0.16 0.16 0.70 -0.32 0.00
0	1.00	[CLS] i don ' t hit women but i ' d slap t ##f out a bitch . no close fisted business though that ' s some coward ##ly shit . [SEP]	0.00 -0.23 -0.16 -0.03 -0.04 -0.11 0.05 0.10 0.02 -0.07 -0.19 0.05 -0.06 0.04 0.05 -0.13 0.19 -0.07 0.06 -0.16 0.07 -0.02 -0.09 -0.04 -0.17 -0.25 0.13 0.29 0.57 0.48 -0.07 0.00
1	0.11	[CLS] my best friends driving for the first time with me in the car # terrifying [SEP]	0.00 -0.00 -0.04 -0.18 -0.02 0.01 -0.01 0.02 -0.05 0.01 -0.07 -0.05 0.02 0.10 -0.28 0.93 0.00
1	0.00	[CLS] & # 82 ##20 ; @ _ nicole ##hay ##ley _ : @ thompson _ era ah ##hh you know who ? so smart don ##ny ! & # 128 ##51 ##6 ; but yes rt & # 128 ##51 ##4 ; & # 82 ##21 ; ya ##ss ! i ' m glad you speak your mind to these 2 ##face ##s ho ##es [SEP]	0.00 0.13 -0.44 -0.09 -0.16 0.04 -0.02 -0.06 -0.02 -0.02 -0.07 -0.05 -0.03 -0.08 -0.04 -0.04 -0.03 -0.08 0.09 0.01 -0.06 0.01 0.03 -0.01 -0.05 -0.03 0.04 0.03 -0.08 -0.05 -0.10 -0.02 -0.03 -0.06 0.02 -0.04 -0.02 0.02 -0.04 -0.12 -0.02 0.02 0.03 -0.02 -0.03 -0.11 -0.04 0.04 0.01 0.04 -0.00 0.01 -0.04 -0.08 -0.02 0.03 -0.04 0.04 0.01 -0.04 -0.03 -0.00 0.13 0.30 0.08 -0.72 0.00
0	0.87	[CLS] - 1 : for not specify ##ing what is to be done later with the data . if you claim the question is open - ended ( interview and all ) then why accept an answer ? [SEP]	0.00 -0.14 -0.24 0.04 0.12 -0.40 -0.57 0.05 -0.15 -0.08 0.02 0.01 -0.07 0.15 0.06 -0.04 0.14 0.09 0.03 -0.02 0.10 -0.11 -0.07 0.00 0.09 -0.05 0.32 -0.15 0.21 -0.14 0.05 -0.05 -0.15 0.04 0.29 0.02 -0.00 -0.01 0.00
0	0.97	[CLS] # question ##ias ##km ##yse ##lf why should i be slapping this ho ##e tu ##h solve something , im ##a leave it alone . . . . . . . . . . . . . . i never usually listen to myself [SEP]	0.00 -0.02 -0.19 0.04 0.04 0.04 0.02 0.08 -0.03 0.01 -0.10 0.43 -0.09 -0.04 0.01 -0.08 0.06 0.07 0.01 -0.06 -0.01 0.08 0.07 0.08 0.13 -0.03 -0.06 -0.03 -0.02 -0.00 -0.00 0.00 0.01 0.02 0.02 0.02 0.02 0.02 0.04 -0.14 -0.03 -0.40 0.35 0.22 -0.58 0.00
1	0.00	[CLS] sometimes , you just need to eat a delicious piece of chocolate to remind yourself that there ' s no need to be bitter . sweetness red ##eem ##s . [SEP]	0.00 0.19 -0.30 -0.08 -0.05 -0.07 -0.08 0.01 0.00 -0.06 0.08 -0.08 -0.40 -0.03 -0.03 -0.03 -0.11 -0.06 -0.09 -0.33 0.17 0.03 0.04 -0.05 0.03 0.06 -0.28 0.03 -0.56 0.33 -0.00 0.00
0	0.91	[CLS] rt @ blogger ##box ##ing : " no matter where you go , there ' s always an asshole wearing a yankees cap . " - @ sounds _ good _ bro http : / / t . co / tb ##gy ##ik ##p ##v ##1 ##e [SEP]	0.00 0.11 0.02 0.04 -0.00 0.03 0.02 0.06 0.01 0.00 0.01 0.03 -0.01 0.01 0.04 0.03 0.01 -0.04 -0.12 0.91 0.08 0.03 0.01 0.00 0.02 0.05 0.01 0.07 -0.31 -0.01 0.13 0.01 0.01 -0.06 -0.00 -0.01 -0.00 0.01 -0.02 0.01 -0.00 0.00 0.00 0.01 0.01 0.02 -0.01 0.00 0.00
1	0.01	[CLS] it feels like an after - school special gus ##sie ##d up with some fancy special effects , and watching its rot ##e plot points connect is about as exciting as gazing at an egg timer for 93 minutes . [SEP]	0.00 -0.10 -0.80 -0.24 0.03 0.05 0.05 -0.03 0.01 -0.01 -0.00 -0.09 0.08 -0.03 -0.06 0.20 -0.05 -0.00 -0.01 -0.11 0.06 -0.13 0.03 -0.07 -0.03 0.05 0.14 -0.14 -0.10 -0.06 -0.22 -0.00 -0.14 -0.00 0.02 -0.07 0.10 0.07 -0.14 0.11 0.09 0.00
1	0.35	[CLS] @ the ##ale ##x ##pe ##ace not bad at all , think may come back to haunt you ' s [SEP]	0.00 0.02 -0.05 -0.02 -0.00 -0.01 -0.01 -0.15 -0.02 0.01 -0.00 0.12 -0.00 -0.09 0.02 -0.05 -0.02 0.97 0.06 -0.01 0.06 0.00
0	0.96	[CLS] i wish everyone could see how # ms ##nbc # cnn talked over trump ##s speech . you all should be ashamed of the along with the sheep followers . [SEP]	0.00 -0.00 -0.00 0.02 0.01 0.03 0.01 -0.01 0.01 0.08 0.01 0.01 -0.02 0.00 -0.03 0.02 0.00 0.06 -0.05 -0.01 -0.08 -0.05 0.98 -0.04 -0.05 0.03 -0.00 0.00 0.00 -0.00 0.07 0.00
0	0.87	[CLS] @ garfield ##line ##ker @ tim ##cr ##obe ##rts * on his back . apologies for re ##t ##wee ##ting a t ##wee ##t with grammatical error # my ##bad [SEP]	0.00 0.06 0.00 0.03 0.04 -0.05 0.08 0.02 -0.03 0.10 0.02 0.10 -0.17 -0.01 0.16 -0.52 0.07 -0.16 -0.07 0.03 -0.00 -0.01 -0.00 0.09 -0.08 -0.16 0.70 -0.09 0.25 -0.04 0.00 0.00
0	0.97	[CLS] let me find out floyd may ##weather is being a bitter bitch today all on the social networks . . & # 128 ##51 ##4 ; # who ##hur ##ty ##ou [SEP]	0.00 -0.19 -0.39 0.10 0.25 0.25 0.05 -0.08 0.04 0.09 -0.19 -0.15 -0.02 -0.21 -0.03 0.08 -0.16 0.17 0.35 0.04 -0.01 0.01 -0.13 -0.13 0.02 -0.02 -0.09 -0.09 0.16 -0.06 0.19 0.50 0.00
1	0.00	[CLS] happy to share my new video preview with some of my local fa ##v ' s ! # compose # excitement @ cbc ##music @ music ##y ##y ##c @ c ##js ##w @ breakout ##west @ hi ##fi ##cl ##ub [SEP]	0.00 -0.35 -0.57 -0.03 -0.01 -0.00 0.07 0.03 -0.01 -0.10 -0.04 -0.03 0.03 -0.04 0.02 -0.08 -0.32 0.03 0.09 -0.21 -0.04 -0.19 0.15 -0.05 -0.08 0.04 -0.13 -0.06 -0.01 -0.16 0.04 -0.04 -0.11 -0.05 0.13 -0.00 0.10 0.05 -0.16 0.23 -0.16 -0.32 0.00
0	0.97	[CLS] at its worst , it imp ##lo ##des in a series of very bad special effects . [SEP]	0.00 -0.53 -0.06 -0.01 0.31 -0.37 -0.07 -0.38 0.15 -0.16 0.13 -0.14 -0.09 0.20 0.22 -0.07 0.21 0.32 0.00
0	0.99	[CLS] @ brit ##mer ##c ##6 ##9 stop it . you ' ll discourage people [SEP]	0.00 -0.05 -0.45 -0.28 -0.30 -0.30 -0.24 0.28 0.10 -0.06 -0.15 -0.28 0.19 0.34 -0.36 0.00
1	0.02	[CLS] a compelling spanish film about the with ##ering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . [SEP]	0.00 -0.27 -0.78 0.06 0.31 -0.17 -0.03 -0.09 -0.19 -0.09 -0.05 0.05 -0.01 -0.07 0.01 -0.08 -0.02 -0.02 0.16 -0.00 0.02 -0.13 -0.04 -0.07 -0.12 0.17 -0.00 0.12 -0.08 0.00
1	0.01	[CLS] # walking ##side ##by ##side : great marriages built on # forgiveness & amp ; truth ##fulness ; bad marriages on # resentment , bitterness , # dec ##eit & amp ; un ##fa ##ith ##fulness . [SEP]	0.00 -0.08 -0.08 -0.06 -0.03 -0.12 -0.12 0.04 -0.08 -0.10 0.14 0.00 -0.21 -0.07 0.12 0.00 -0.32 -0.33 -0.13 -0.31 0.11 0.00 -0.09 0.53 0.02 0.15 -0.12 -0.07 0.21 0.33 -0.03 0.02 -0.03 -0.10 -0.10 -0.04 0.07 -0.01 0.00
1	0.01	[CLS] ni ##gga write me talking bout i dream ##t about you , cool i hope i was haunting you in a nightmare [SEP]	0.00 -0.10 0.20 0.12 -0.03 0.17 -0.06 -0.09 -0.03 -0.20 -0.19 -0.07 0.08 -0.10 -0.01 -0.12 -0.11 -0.23 0.15 0.01 -0.16 0.17 -0.80 0.00
1	0.02	[CLS] stealing harvard is evidence that the farrell ##y bros . - - peter and bobby - - and their brand of screen comedy are w ##hee ##zing to an end , along with green ' s half - hearted movie career . [SEP]	0.00 0.28 -0.28 -0.49 -0.02 0.05 -0.01 0.06 0.01 -0.24 0.05 -0.07 -0.01 0.00 -0.04 -0.00 0.01 -0.02 -0.05 -0.14 -0.00 -0.13 -0.07 -0.28 -0.20 -0.17 0.30 -0.06 -0.06 0.03 -0.22 -0.01 0.09 -0.11 -0.08 -0.06 -0.09 -0.02 0.07 -0.37 -0.02 -0.09 0.01 0.00
0	0.99	[CLS] & # 128 ##51 ##4 ; & # 128 ##51 ##4 ; & # 128 ##51 ##4 ; rt @ g ##x ##dly ##vis ##ual ##s : " bitch i know you got games on your phone " http : / / t . co / i ##2 ##hy ##in ##fi ##d ##w [SEP]	0.00 0.00 0.00 -0.00 0.00 0.00 0.02 0.01 0.00 -0.00 -0.00 0.00 0.02 -0.00 0.01 -0.00 -0.00 0.00 0.03 0.00 -0.01 -0.00 -0.00 -0.01 -0.01 0.01 0.03 0.15 -0.01 0.95 0.17 0.04 0.05 0.08 -0.12 0.02 -0.02 0.01 0.02 0.05 0.01 0.01 0.01 -0.00 0.08 0.01 0.02 0.10 0.00 -0.00 0.00 0.01 0.01 -0.01 0.00
0	0.72	[CLS] and now you und ##id my dec ##lina ##tion of that one which was copyright ##ed . would you ' ' please ' ' quit undo ##ing my dec ##lina ##tions ? [SEP]	0.00 -0.11 -0.04 0.02 -0.13 0.03 0.02 -0.20 0.05 -0.01 0.04 -0.04 0.02 0.05 -0.12 0.42 0.01 -0.03 0.18 0.20 -0.06 -0.15 0.30 0.03 -0.22 0.46 0.06 -0.15 -0.09 -0.16 0.15 0.09 -0.42 0.00
1	0.20	[CLS] @ wen ##g ##zy ##j ##b i don ' t even know na na ##a ko ##y beautiful nightmare ha ##ha ##ha ##ha ok ##s [SEP]	0.00 -0.12 -0.02 0.01 -0.04 -0.02 0.01 -0.01 -0.01 0.01 -0.01 -0.01 0.02 -0.00 0.01 0.02 -0.01 -0.01 -0.21 0.97 -0.04 -0.02 -0.02 -0.01 0.03 0.01 0.00
1	0.01	[CLS] its lack of # faith that makes # people # afraid of # meeting # challenges # muhammad ##ali [SEP]	0.00 -0.81 -0.22 -0.03 -0.02 -0.01 0.00 -0.18 -0.05 -0.01 0.07 -0.35 0.00 0.06 -0.07 0.05 -0.18 -0.00 0.14 -0.26 0.00
1	0.01	[CLS] if god had a plan he would ' ve made already # discouraged [SEP]	0.00 -0.24 -0.27 -0.54 -0.10 -0.39 -0.35 -0.23 -0.35 -0.19 0.12 -0.10 0.17 0.18 0.00
1	0.04	[CLS] hi , thanks a lot for all your responses . i need the window the the maximum average value of x ? [SEP]	0.00 -0.40 -0.15 0.45 -0.08 0.07 -0.02 -0.06 0.20 -0.66 0.11 0.02 0.07 -0.15 0.16 -0.05 -0.08 0.04 -0.10 -0.11 -0.07 0.12 -0.03 0.00
1	0.05	[CLS] so me and my mom were talking about highs ##cho ##ol , i ' m shy so she said that she thinks i ' m gonna get bull ##ied # shy # me # my ##life # mom ##s # bullying [SEP]	0.00 -0.07 -0.46 -0.09 -0.17 -0.17 -0.15 -0.06 -0.06 -0.29 -0.04 0.02 -0.17 -0.00 -0.05 -0.09 0.07 0.00 0.13 -0.04 -0.07 0.03 0.01 -0.12 -0.08 -0.12 -0.08 -0.11 -0.43 -0.31 -0.01 0.29 -0.16 -0.08 -0.03 -0.04 0.07 0.03 -0.17 0.15 -0.12 0.06 0.00
1	0.00	[CLS] @ mas ##hab ##le for some reason this has filled me with delight . see aunt ##ie laugh . [SEP]	0.00 -0.00 -0.01 -0.06 -0.14 -0.16 -0.17 -0.01 -0.01 -0.17 0.06 -0.02 -0.04 -0.14 -0.19 -0.26 0.09 0.71 -0.00 0.49 0.00
1	0.08	[CLS] thanks for the heads - up on that ; i don ' t really have anything to add beyond what you ' d said . by the way , i noticed you said you weren ' t an ad ##min : would you like to be ? [SEP]	0.00 0.15 -0.12 -0.13 -0.36 0.12 -0.16 0.03 0.07 0.03 -0.04 0.03 -0.04 -0.27 0.02 -0.04 -0.16 -0.06 0.14 -0.34 -0.05 0.07 0.02 -0.02 -0.03 -0.15 -0.19 -0.13 -0.19 -0.05 -0.08 0.11 -0.04 -0.22 -0.25 0.23 -0.02 -0.15 0.01 -0.01 0.31 -0.07 0.26 -0.13 0.10 -0.02 0.07 0.02 0.00
0	1.00	[CLS] @ mark ##rd ##uck ##ett it did , i saw the t ##wee ##t , it had a crack at u , about a greens t ##wee ##t . it holds a gr ##udge dude . so pathetic . [SEP]	0.00 0.09 -0.10 -0.00 0.01 0.03 0.04 -0.02 0.06 0.06 0.03 -0.04 -0.03 0.06 0.00 0.02 -0.00 -0.03 -0.06 -0.02 -0.06 -0.08 0.07 -0.08 -0.06 -0.05 -0.05 0.05 -0.01 0.01 0.02 0.02 0.05 0.07 0.23 0.03 0.07 0.12 0.90 -0.17 0.00
0	1.00	[CLS] # wrong ##film ##qu ##ote ##s . . every ##time i come in the kitchen you in the kitchen , in the goddamn refrigerator . eat ##in up all the pussy [SEP]	0.00 -0.18 -0.18 -0.48 0.07 -0.11 0.02 0.01 0.00 0.05 0.11 -0.05 -0.10 0.05 -0.02 -0.03 0.26 -0.03 -0.04 -0.02 0.03 -0.05 -0.02 0.65 -0.12 0.10 -0.02 0.23 0.03 -0.11 0.02 0.28 0.00
1	0.38	[CLS] why are you de ##bu ##gging auto ##ca ##d ? isn ' t that auto ##des ##k ' s job ? [SEP]	0.00 0.42 0.04 -0.19 -0.01 -0.06 -0.54 -0.62 -0.07 0.08 0.04 -0.01 -0.05 0.02 0.14 0.05 0.10 -0.18 0.06 0.08 -0.04 -0.12 0.00
0	0.59	[CLS] user 86 . 138 . 232 . 97 does have a history of mali ##cous edit ##s . are you then confirming that these malicious edit ##s done by user 86 . 138 . 232 . 97 were done by yourself ? [SEP]	0.00 -0.13 -0.06 -0.01 -0.01 0.03 -0.05 0.01 -0.04 -0.47 0.02 -0.02 0.12 -0.04 0.18 -0.29 0.10 0.02 -0.04 0.09 0.12 -0.14 0.26 -0.06 -0.10 -0.13 0.14 0.04 -0.16 0.04 0.07 -0.20 0.02 -0.05 0.01 -0.06 0.05 -0.01 0.00 0.06 0.08 -0.57 -0.16 0.00
1	0.05	[CLS] @ news ##by ##kat ##her ##ine @ jon ##kar ##l @ abc you guy ' s sound as ##tou ##nded ! ! does anyone working w trump w ##h have an any ethical , moral , values ? [SEP]	0.00 0.01 0.01 0.00 0.01 0.00 0.00 0.00 0.04 0.00 -0.01 -0.01 0.06 0.09 0.12 0.08 0.06 0.01 -0.05 -0.14 -0.02 0.05 0.04 -0.06 -0.08 -0.21 -0.36 0.42 0.11 -0.12 -0.07 -0.04 -0.11 0.67 0.09 0.01 0.12 -0.22 -0.02 0.00
0	1.00	[CLS] hate aw they " gym " cu ##nts in ma year , i ' d rather eat like a pig and drink like i ' ve got a problem [SEP]	0.00 0.94 -0.09 -0.07 0.17 -0.10 0.03 0.07 0.09 0.01 -0.02 -0.03 0.04 -0.00 -0.00 -0.04 0.02 0.00 0.00 -0.03 0.09 0.02 0.02 -0.03 0.03 -0.00 0.02 0.05 0.08 -0.13 0.00
1	0.07	[CLS] @ high performance mark , as far as i understand the pseudo code describes a path searching algorithm . . . so i ' m trying to write a program that finds a hamilton ##ian path using the logic of the " dna algorithm . " am i on the wrong * track * here ? [SEP]	0.00 0.20 -0.06 -0.01 0.06 0.02 -0.03 0.03 -0.04 0.07 -0.12 -0.01 -0.47 0.08 -0.04 -0.05 0.01 -0.07 0.07 0.10 0.10 0.08 -0.13 -0.02 -0.01 0.00 -0.17 -0.05 -0.10 -0.10 -0.06 -0.08 -0.08 -0.07 0.16 0.05 -0.04 0.01 -0.01 0.04 -0.01 -0.03 0.04 -0.03 0.19 0.06 -0.10 -0.22 -0.19 0.03 -0.07 -0.24 -0.10 0.15 0.04 0.12 -0.54 0.00
1	0.01	[CLS] the movie , directed by mick jackson , leaves no cl ##iche un ##turn ##ed , from the predictable plot to the characters straight out of central casting . [SEP]	0.00 -0.49 0.07 -0.21 0.17 -0.10 -0.13 -0.02 -0.12 0.17 -0.18 -0.31 -0.17 -0.12 -0.13 0.04 -0.22 -0.10 -0.23 0.15 -0.22 -0.07 -0.09 -0.09 -0.08 -0.09 -0.01 0.01 0.18 -0.41 0.00
0	0.99	[CLS] & # 82 ##20 ; @ shia ##nne ##al ##var ##ez : @ 187 ##x ##o _ maybe cu ##z your putting trust in a " bitch " not a lady . & # 82 ##21 ; or maybe because this a fucking song [SEP]	0.00 -0.00 -0.01 -0.01 0.02 0.07 -0.02 0.05 -0.01 0.01 0.02 -0.00 -0.05 0.01 0.02 0.01 0.03 -0.04 0.04 -0.16 -0.01 -0.01 0.23 -0.27 -0.01 -0.08 -0.04 0.79 0.01 0.06 0.05 0.01 0.15 0.04 0.05 -0.01 0.01 0.03 -0.02 0.06 0.03 -0.00 -0.08 0.22 0.34 0.00
0	0.98	[CLS] @ eh ##tes ##ham _ to ##i @ ravi ##sha ##st ##rio ##fc unfortunate decision , our players are more of superstar ##s than cricketer ##s . bc ##ci scared of their tan ##trum ##s . [SEP]	0.00 0.03 -0.01 -0.00 0.02 -0.00 0.01 0.03 0.04 0.04 0.01 0.01 -0.07 0.10 0.31 0.06 0.04 -0.02 0.36 -0.05 0.01 0.02 0.01 0.04 -0.03 0.08 -0.01 -0.04 0.12 0.16 -0.45 -0.04 0.03 0.11 0.68 0.08 -0.02 0.00
0	0.99	[CLS] an un ##class ##if ##ia ##bly awful study in self - and audience - abuse . [SEP]	0.00 -0.09 0.02 0.00 0.01 0.04 -0.26 0.92 0.05 -0.11 -0.01 0.05 0.04 0.02 0.06 0.12 0.19 0.00
0	0.99	[CLS] @ tu ##rd ##jer ##gus ##on @ liquor ##face yu ##p ! and now we pick ##in you white bitch ##es bare like a chicken leg [SEP]	0.00 -0.18 -0.05 -0.19 0.03 0.16 0.10 0.02 -0.15 0.17 -0.04 0.04 0.06 0.06 -0.05 -0.11 -0.17 -0.07 -0.02 -0.07 0.62 0.13 0.19 0.26 0.46 0.25 0.02 0.00
0	0.86	[CLS] @ ally ##iah ##sf ##ace you ' re page is full of make up . it ' s a valid question . but you probably prefer to be smashed and dashed [SEP]	0.00 0.08 -0.14 0.03 -0.01 -0.02 0.18 -0.00 0.10 -0.01 -0.13 -0.02 -0.02 0.04 -0.03 0.10 0.03 -0.01 -0.02 -0.08 0.21 0.00 0.10 -0.02 -0.03 -0.15 -0.10 -0.09 0.17 0.79 0.15 -0.35 0.00
1	0.47	[CLS] @ angry ##d ##war ##f ##9 @ caroline ##san ##dal ##l it ruins my fr ##ig ##ging night each night at 9 ##pm . mrs loves it , i ' ve been early to bed for a month . # dreadful [SEP]	0.00 0.01 0.00 -0.01 -0.03 -0.01 0.02 -0.02 -0.04 0.01 -0.01 -0.00 0.02 0.20 -0.01 0.06 0.01 -0.02 0.02 0.01 0.01 -0.02 -0.00 -0.01 -0.01 0.10 -0.54 -0.03 0.12 0.01 -0.03 -0.05 -0.00 -0.06 -0.01 -0.02 -0.03 -0.01 0.01 0.01 -0.02 0.79 0.00
0	0.98	[CLS] don ' t let hatred grow in you , otherwise everything in your life will be affected . it will distract & amp ; anger you . it will often end in regret . [SEP]	0.00 -0.60 -0.27 0.02 0.08 0.26 0.00 -0.04 -0.02 0.03 0.03 0.02 -0.07 -0.10 -0.10 -0.10 -0.02 -0.02 -0.16 -0.11 -0.15 -0.06 -0.07 -0.01 -0.10 0.11 -0.06 -0.14 -0.12 -0.12 0.15 -0.01 -0.24 -0.48 0.04 0.00
0	1.00	[CLS] rt @ ch ##v ##mp ##agne : i can ' t stand you " i don ' t text first " ass bitch ##es . [SEP]	0.00 -0.13 -0.12 -0.22 0.07 0.03 0.02 -0.07 0.01 -0.07 0.00 -0.00 -0.03 -0.01 -0.07 -0.05 -0.03 -0.08 0.08 -0.01 -0.05 -0.05 0.00 0.77 0.43 0.31 0.00
0	0.72	[CLS] i pre ##sume you have no access to the es ##ri rest server / cannot make changes . do you have rights to download and modify the data ? [SEP]	0.00 -0.19 -0.20 0.30 0.25 -0.13 -0.40 0.11 -0.16 -0.08 0.02 -0.00 -0.05 0.26 0.07 -0.02 0.30 0.34 -0.06 -0.03 -0.03 -0.04 -0.01 -0.01 -0.04 -0.02 0.26 0.01 0.22 -0.39 0.00
1	0.00	[CLS] it ' s a lovely film with lovely performances by buy and acc ##ors ##i . [SEP]	0.00 -0.40 -0.30 -0.66 -0.18 -0.10 0.07 0.01 -0.08 0.04 -0.17 0.12 -0.11 -0.13 0.38 0.16 0.14 0.00
1	0.01	[CLS] hey love , as you wish , if you have any suggestions about my section , let me know . is english a second language for you ? [SEP]	0.00 0.18 -0.52 -0.22 0.15 -0.00 -0.17 -0.06 -0.12 -0.01 -0.13 -0.04 -0.07 -0.19 -0.14 -0.15 -0.06 -0.12 -0.22 -0.29 -0.06 -0.20 0.01 0.24 0.02 0.09 0.38 0.26 -0.01 0.00
1	0.22	[CLS] no offense , kid , but you ' re trying to build a chess game and are struggling to put labels on a board ? don ' t you think this kind of program is a little bit out of your league ? [SEP]	0.00 -0.01 0.37 -0.07 0.26 0.01 0.02 0.01 -0.03 0.03 -0.28 -0.04 -0.12 -0.01 -0.08 -0.21 -0.03 -0.13 0.22 -0.07 -0.07 0.33 -0.04 -0.13 -0.03 -0.12 -0.05 -0.03 -0.06 0.06 0.13 -0.02 -0.25 -0.11 -0.01 -0.07 -0.09 0.07 0.16 -0.05 0.02 0.18 -0.50 0.07 0.00
0	1.00	[CLS] @ sr ##uh ##le @ ms ##nbc se ##bes ##tian go ##rka , what a arrogant a ~ hole ! has no business speaking ! [SEP]	0.00 0.08 -0.33 0.08 0.15 -0.09 -0.12 0.09 0.04 0.02 -0.07 -0.02 -0.03 0.10 -0.01 -0.04 0.20 -0.03 -0.31 0.13 -0.02 -0.03 0.19 0.62 0.42 -0.24 0.00
1	0.19	[CLS] the same part of roof bar ( driver ' s side ) are stolen from grand vita ##ra cars . let it be known . this is really # dish ##ear ##ten ##ing # brunei [SEP]	0.00 -0.09 0.12 0.03 -0.01 -0.13 0.03 -0.06 0.26 -0.02 -0.04 0.00 -0.01 -0.05 -0.15 -0.16 0.05 -0.02 -0.02 0.41 0.02 0.09 -0.06 0.04 -0.04 0.02 -0.08 0.01 -0.21 0.06 -0.37 -0.62 -0.25 -0.01 0.01 0.14 0.00
0	0.96	[CLS] some ' friends ' get bitter when it seems your life is moving better than theirs . [SEP]	0.00 -0.66 -0.44 -0.15 -0.16 0.13 -0.13 -0.21 0.11 -0.09 0.22 -0.03 -0.17 0.27 0.05 0.17 -0.15 0.15 0.00
